regiao;ano;semanaEpi;casosNovos;obitosNovos;casosAcumulado;obitosAcumulado;populacao;data_inicio
Centro-Oeste;2020;9;0;0;0.0;0;7018354.0;2020-02-24
Centro-Oeste;2020;10;1;0;1.0;0;7018354.0;2020-02-24
Centro-Oeste;2020;11;8;0;6.0;0;7018354.0;2020-03-02
Centro-Oeste;2020;12;129;0;100.0;0;7018354.0;2020-03-09
Centro-Oeste;2020;13;222;1;260.0;1;7018354.0;2020-03-16
Centro-Oeste;2020;14;317;10;454.0;7;7018354.0;2020-03-23
Centro-Oeste;2020;15;335;18;579.0;14;7018354.0;2020-03-30
Centro-Oeste;2020;16;462;23;762.0;24;7018354.0;2020-04-06
Centro-Oeste;2020;17;515;16;1013.0;26;7018354.0;2020-04-13
Centro-Oeste;2020;18;1030;16;1566.0;31;7018354.0;2020-04-20
Centro-Oeste;2020;19;1487;30;2576.0;47;7018354.0;2020-04-27
Centro-Oeste;2020;20;2656;55;4140.0;69;7018354.0;2020-05-04
Centro-Oeste;2020;21;3708;77;6251.0;95;7018354.0;2020-05-11
Centro-Oeste;2020;22;6009;116;9474.0;162;7018354.0;2020-05-18
Centro-Oeste;2020;23;10492;137;15850.0;208;7018354.0;2020-05-25
Centro-Oeste;2020;24;11359;226;21959.0;293;7018354.0;2020-06-01
Centro-Oeste;2020;25;22427;358;32238.0;404;7018354.0;2020-06-08
Centro-Oeste;2020;26;24447;488;42766.0;537;7018354.0;2020-06-15
Centro-Oeste;2020;27;28773;592;55760.0;755;7018354.0;2020-06-22
Centro-Oeste;2020;28;30427;734;68406.0;1029;7018354.0;2020-06-29
Centro-Oeste;2020;29;25867;778;81163.0;1305;7018354.0;2020-07-06
Centro-Oeste;2020;30;42267;836;94187.0;1566;7018354.0;2020-07-13
Centro-Oeste;2020;31;43000;903;107922.0;1849;7018354.0;2020-07-20
Centro-Oeste;2020;32;43950;859;121824.0;2061;7018354.0;2020-07-27
Centro-Oeste;2020;33;45367;888;135014.0;2319;7018354.0;2020-08-03
Centro-Oeste;2020;34;40228;1041;147127.0;2713;7018354.0;2020-08-10
Centro-Oeste;2020;35;42344;854;159526.0;3060;7018354.0;2020-08-17
Centro-Oeste;2020;36;39755;941;168605.0;3450;7018354.0;2020-08-24
Centro-Oeste;2020;37;33961;787;175646.0;3783;7018354.0;2020-08-31
Centro-Oeste;2020;38;40118;775;183096.0;4135;7018354.0;2020-09-07
Centro-Oeste;2020;39;34147;717;199601.0;4500;7018354.0;2020-09-14
Centro-Oeste;2020;40;32121;650;215938.0;4832;7018354.0;2020-09-21
Centro-Oeste;2020;41;25920;652;228538.0;5181;7018354.0;2020-09-28
Centro-Oeste;2020;42;19362;479;236814.0;5374;7018354.0;2020-10-05
Centro-Oeste;2020;43;21509;405;246835.0;5564;7018354.0;2020-10-12
Centro-Oeste;2020;44;19218;364;255447.0;5753;7018354.0;2020-10-19
Centro-Oeste;2020;45;13699;280;261114.0;5874;7018354.0;2020-10-26
Centro-Oeste;2020;46;18408;410;267377.0;6030;7018354.0;2020-11-02
Centro-Oeste;2020;47;16123;314;273066.0;6224;7018354.0;2020-11-09
Centro-Oeste;2020;48;19821;262;278809.0;6344;7018354.0;2020-11-16
Centro-Oeste;2020;49;23418;298;285953.0;6455;7018354.0;2020-11-23
Centro-Oeste;2020;50;24663;310;292689.0;6534;7018354.0;2020-11-30
Centro-Oeste;2020;51;25495;394;300276.0;6663;7018354.0;2020-12-07
Centro-Oeste;2020;52;20229;452;304389.0;6751;7018354.0;2020-12-14
Centro-Oeste;2020;53;17963;302;308868.0;6805;7018354.0;2020-12-21
Centro-Oeste;2021;1;28673;527;317024.0;6964;7018354.0;2020-12-28
Centro-Oeste;2021;2;32740;425;327937.0;7077;7018354.0;2021-01-04
Centro-Oeste;2021;3;31114;562;337974.0;7278;7018354.0;2021-01-11
Centro-Oeste;2021;4;33042;544;350349.0;7487;7018354.0;2021-01-18
Centro-Oeste;2021;5;27200;532;360626.0;7690;7018354.0;2021-01-25
Centro-Oeste;2021;6;26570;611;370804.0;7957;7018354.0;2021-02-01
Centro-Oeste;2021;7;27424;635;379981.0;8275;7018354.0;2021-02-08
Centro-Oeste;2021;8;36986;590;395572.0;8510;7018354.0;2021-02-15
Centro-Oeste;2021;9;42468;814;412205.0;8881;7018354.0;2021-02-22
Centro-Oeste;2021;10;48914;1289;432519.0;9537;7018354.0;2021-03-01
Centro-Oeste;2021;11;52210;1675;451369.0;10309;7018354.0;2021-03-08
Centro-Oeste;2021;12;58307;1945;474381.0;11085;7018354.0;2021-03-15
Centro-Oeste;2021;13;46712;2209;488558.0;11822;7018354.0;2021-03-22
Centro-Oeste;2021;14;50272;2392;506951.0;12743;7018354.0;2021-03-29
Centro-Oeste;2021;15;45241;2197;523287.0;13647;7018354.0;2021-04-05
Centro-Oeste;2021;16;38417;1913;537727.0;14465;7018354.0;2021-04-12
Centro-Oeste;2021;17;38798;1512;552461.0;15052;7018354.0;2021-04-19
Centro-Oeste;2021;18;36169;1323;566479.0;15576;7018354.0;2021-04-26
Centro-Oeste;2021;19;35925;1182;579268.0;16080;7018354.0;2021-05-03
Centro-Oeste;2021;20;43975;1098;594683.0;16531;7018354.0;2021-05-10
Centro-Oeste;2021;21;42633;1168;606874.0;16994;7018354.0;2021-05-17
Centro-Oeste;2021;22;43647;1171;621263.0;17403;7018354.0;2021-05-24
Centro-Oeste;2021;23;46659;1279;637861.0;17928;7018354.0;2021-05-31
Centro-Oeste;2021;24;44042;1227;654782.0;18455;7018354.0;2021-06-07
Centro-Oeste;2021;25;39990;1146;670637.0;18953;7018354.0;2021-06-14
Centro-Oeste;2021;26;30192;1000;682482.0;19371;7018354.0;2021-06-21
Centro-Oeste;2021;27;32009;806;696277.0;19722;7018354.0;2021-06-28
Centro-Oeste;2021;28;31126;721;709429.0;20050;7018354.0;2021-07-05
Centro-Oeste;2021;29;32844;799;725360.0;20439;7018354.0;2021-07-12
Centro-Oeste;2021;30;34326;671;742515.0;20764;7018354.0;2021-07-19
Centro-Oeste;2021;31;32987;929;760005.0;21278;7018354.0;2021-07-26
Centro-Oeste;2021;32;31582;824;776773.0;21735;7018354.0;2021-08-02
Centro-Oeste;2021;33;33744;677;796548.0;22082;7018354.0;2021-08-09
Centro-Oeste;2021;34;28126;587;812173.0;22355;7018354.0;2021-08-16
Centro-Oeste;2021;35;29342;576;827104.0;22645;7018354.0;2021-08-23
Centro-Oeste;2021;36;18127;499;836221.0;22912;7018354.0;2021-08-30
Centro-Oeste;2021;37;18590;406;844634.0;23134;7018354.0;2021-09-06
Centro-Oeste;2021;38;22810;419;856908.0;23352;7018354.0;2021-09-13
Centro-Oeste;2021;39;18823;376;865558.0;23533;7018354.0;2021-09-20
Centro-Oeste;2021;40;26037;340;879245.0;23714;7018354.0;2021-09-27
Centro-Oeste;2021;41;14200;382;885630.0;23941;7018354.0;2021-10-04
Centro-Oeste;2021;42;16218;254;895951.0;24066;7018354.0;2021-10-11
Centro-Oeste;2021;43;12936;248;904686.0;24195;7018354.0;2021-10-18
Centro-Oeste;2021;44;6778;189;908968.0;24313;7018354.0;2021-10-25
Centro-Oeste;2021;45;13504;149;919472.0;24393;7018354.0;2021-11-01
Centro-Oeste;2021;46;9257;89;926380.0;24420;7018354.0;2021-11-08
Centro-Oeste;2021;47;10809;140;934805.0;24504;7018354.0;2021-11-15
Centro-Oeste;2021;48;7351;106;939941.0;24580;7018354.0;2021-11-22
Centro-Oeste;2021;49;4792;66;943102.0;24604;7018354.0;2021-11-29
Centro-Oeste;2021;50;1141;41;943102.0;24604;7018354.0;2021-12-06
Centro-Oeste;2021;51;2989;84;944665.0;24653;7018354.0;2021-12-13
Centro-Oeste;2021;52;5637;59;947704.0;24678;7018354.0;2021-12-20
